Book Name,Author,Rating,Rating_Filled,Number of Reviews,Price,Description,Genre,Ranks and Genre,Audible Rank,Listening Time,Listening Time Minutes,Data_Source,Has_Description,Has_Genre,Has_Listening_Time,Book_Name_Key,Author_Key,Genre_Count,Primary_Genre,Clean_Title,Clean_Author,Clean_Genre,Clean_Primary_Genre,Clean_Description,Log_Reviews,Popularity_Score,Weighted_Rating,Author_Popularity,Author_Book_Count,Author_Average_Rating,Log_Author_Popularity,Author_Popularity_Normalized,Listening_Time_Hours,Listening_Time_Category,Has_Audible_Rank,Audible_Rank_Score,Log_Price,Price_Normalized,Price_Category,Rating_Normalized,Weighted_Rating_Normalized,Rating_Category,Quality_Score,Popularity_Quality_Score,Description_Length,Description_Characters,Description_Length_Category,Reviews_Normalized,combined_features,metadata_features,Has_Rating
A Dance with Dragons: Book 5 of A Song of Ice and Fire,George R. R. Martin,4.4,4.4,10368.0,18149.0,"The complete, unabridged audiobook of A Dance with Dragons.","Audible Audiobooks & Originals | Fantasy Movie, TV & Video Game Tie-Ins | Movie, TV & Video Game Tie-In Fiction | Action & Adventure Fiction",",#1,086 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#1 in Fantasy Movie, TV & Video Game Tie-Ins,#6 in Movie, TV & Video Game Tie-In Fiction,#22 in Action & Adventure Fiction",1086.0,48 hours and 53 minutes,2933.0,Both,1,1,1,a dance with dragons book 5 of a song of ice and fire,george r r martin,4,Audible Audiobooks & Originals,a dance with dragons book 5 of a song of ice and fire,george r r martin,audible audiobooks originals fantasy movie tv video game tie ins movie tv video game tie in fiction action adventure fiction,audible audiobooks originals,the complete unabridged audiobook of a dance with dragons,9.246575864558277,0.8286942813549801,4.4034262431323175,36603.0,4,4.525,10.50791280303527,0.9295276993985451,48.88333333333333,Long,1,0.0009199632014719411,9.806425839692997,0.9922908693275013,Premium,0.8500000000000001,0.572768672936336,Good,0.7668306018809008,0.8039488095653484,9,59,Short,0.8286942813549801,a dance with dragons book 5 of a song of ice and fire a dance with dragons book 5 of a song of ice and fire george r r martin george r r martin audible audiobooks originals fantasy movie tv video game tie ins movie tv video game tie in fiction action adventure fiction audible audiobooks originals fantasy movie tv video game tie ins movie tv video game tie in fiction action adventure fiction the complete unabridged audiobook of a dance with dragons,a dance with dragons book 5 of a song of ice and fire george r r martin audible audiobooks originals,1
"A Darker Shade of Magic: Shades of Magic, Book 1",V.E. Schwab,4.4,4.4,1347.0,645.0,,Unknown,Unknown,,Unknown,0.0,Both,0,0,0,a darker shade of magic shades of magic book 1,v e schwab,0,Unknown,a darker shade of magic shades of magic book 1,v e schwab,unknown,unknown,,7.206377291472252,0.6458481213158502,4.418791959909165,1347.0,1,4.4,7.206377291472252,0.637474580375773,0.0,Short,0,0.0,6.470799503782602,0.035265172225259704,Moderate,0.8500000000000001,0.5873192444312145,Good,0.7711957733293643,0.6959871821212559,0,0,Short,0.6458481213158502,a darker shade of magic shades of magic book 1 a darker shade of magic shades of magic book 1 v e schwab v e schwab unknown unknown,a darker shade of magic shades of magic book 1 v e schwab unknown,1
A Delayed Life: The True Story of The Librarian of Auschwitz,Dita Kraus,4.7,4.7,74.0,888.0,Brought to you by Penguin.,Unknown,Unknown,,Unknown,0.0,Advanced Only,1,0,0,a delayed life the true story of the librarian of auschwitz,dita kraus,0,Unknown,a delayed life the true story of the librarian of auschwitz,dita kraus,unknown,unknown,brought to you by penguin,4.31748811353631,0.38694082673560176,4.4812458054939555,74.0,1,4.7,4.31748811353631,0.3819240669942301,0.0,Short,0,0.0,6.790097235513905,0.04855112083105522,Moderate,0.925,0.64645993786641,Excellent,0.841437981359923,0.5687396885853303,5,26,Short,0.38694082673560176,a delayed life the true story of the librarian of auschwitz a delayed life the true story of the librarian of auschwitz dita kraus dita kraus unknown unknown brought to you by penguin,a delayed life the true story of the librarian of auschwitz dita kraus unknown,1
A Dog's Purpose: A novel for humans,W. Bruce Cameron,4.7,4.7,4575.0,323.0,"This is the remarkable story of one endearing dog's search for his purpose over the course of several lives. More than just another charming dog story, A Dog's Purpose touches on the universal quest for an answer to life's most basic question: why are we here?","Audible Audiobooks & Originals | Animal Fiction | Movie, TV & Video Game Tie-In Fiction | Humorous Fiction",",#3,259 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#3 in Animal Fiction,#17 in Movie, TV & Video Game Tie-In Fiction,#29 in Humorous Fiction",3259.0,8 hours and 17 minutes,497.0,Both,1,1,1,a dog s purpose a novel for humans,w bruce cameron,4,Audible Audiobooks & Originals,a dog s purpose a novel for humans,w bruce cameron,audible audiobooks originals animal fiction movie tv video game tie in fiction humorous fiction,audible audiobooks originals,this is the remarkable story of one endearing dog s search for his purpose over the course of several lives more than just another charming dog story a dog s purpose touches on the universal quest for an answer to life s most basic question why are we here,8.428580533059634,0.7553841108316153,4.669166910460404,4575.0,1,4.7,8.428580533059634,0.7455904154274307,8.283333333333333,Long,1,0.00030674846625766873,5.780743515792329,0.01765992345544013,Budget,0.925,0.8244119015086696,Excellent,0.8948235704526009,0.8111598946800095,46,260,Medium,0.7553841108316153,a dog s purpose a novel for humans a dog s purpose a novel for humans w bruce cameron w bruce cameron audible audiobooks originals animal fiction movie tv video game tie in fiction humorous fiction audible audiobooks originals animal fiction movie tv video game tie in fiction humorous fiction this is the remarkable story of one endearing dog s search for his purpose over the course of several lives more than just another charming dog story a dog s purpose touches on the universal quest for an answer to life s most basic question why are we here,a dog s purpose a novel for humans w bruce cameron audible audiobooks originals,1
A Feast for Crows: Book 4 of A Song of Ice and Fire,George R. R. Martin,4.4,4.4,6389.0,18149.0,"The complete, unabridged audiobook of A Feast for Crows.",Unknown,Unknown,,Unknown,0.0,Both,1,0,0,a feast for crows book 4 of a song of ice and fire,george r r martin,0,Unknown,a feast for crows book 4 of a song of ice and fire,george r r martin,unknown,unknown,the complete unabridged audiobook of a feast for crows,8.762489547371581,0.7853096199829327,4.405359045489089,36603.0,4,4.525,10.50791280303527,0.9295276993985451,0.0,Short,0,0.0,9.806425839692997,0.9922908693275013,Premium,0.8500000000000001,0.5745989408819255,Good,0.7673796822645776,0.7781376448955907,9,56,Short,0.7853096199829327,a feast for crows book 4 of a song of ice and fire a feast for crows book 4 of a song of ice and fire george r r martin george r r martin unknown unknown the complete unabridged audiobook of a feast for crows,a feast for crows book 4 of a song of ice and fire george r r martin unknown,1
A Few Things Left Unsaid,Sudeep Nagarkar,4.0,4.0,465.0,879.0,,Unknown,Unknown,,Unknown,0.0,Catalog Only,0,0,0,a few things left unsaid,sudeep nagarkar,0,Unknown,a few things left unsaid,sudeep nagarkar,unknown,unknown,,6.144185634125646,0.5506526494958446,4.2687915248847155,1965.0,6,4.242814152836039,7.583756300707112,0.6708574461104463,0.0,Short,0,0.0,6.779921907472252,0.0480590486604702,Moderate,0.75,0.4452762739806108,Good,0.6585828821941832,0.59382474257518,0,0,Short,0.5506526494958446,a few things left unsaid a few things left unsaid sudeep nagarkar sudeep nagarkar unknown unknown,a few things left unsaid sudeep nagarkar unknown,1
A Field Guide to Lies and Statistics: A Neuroscientist on How to Make Sense of a Complex World,Daniel Levitin,4.1,4.1,83.0,683.0,"Penguin presents the unabridged downloadable audiobook edition of A Field Guide to Lies by David Levitin, read by Dan Piraro.",Unknown,Unknown,,Unknown,0.0,Both,1,0,0,a field guide to lies and statistics a neuroscientist on how to make sense of a complex world,daniel levitin,0,Unknown,a field guide to lies and statistics a neuroscientist on how to make sense of a complex world,daniel levitin,unknown,unknown,penguin presents the unabridged downloadable audiobook edition of a field guide to lies by david levitin read by dan piraro,4.430816798843313,0.39709754148093396,4.417257561681987,1415.0,4,4.3,7.255591274253665,0.6418280386743451,0.0,Short,0,0.0,6.52795791762255,0.0373428102788409,Moderate,0.7749999999999999,0.585866245431532,Good,0.7182598736294594,0.5255624743403442,20,125,Short,0.39709754148093396,a field guide to lies and statistics a neuroscientist on how to make sense of a complex world a field guide to lies and statistics a neuroscientist on how to make sense of a complex world daniel levitin daniel levitin unknown unknown penguin presents the unabridged downloadable audiobook edition of a field guide to lies by david levitin read by dan piraro,a field guide to lies and statistics a neuroscientist on how to make sense of a complex world daniel levitin unknown,1
A Fine Balance,Rohinton Mistry,4.5,4.5,1294.0,1673.0,"With a compassionate realism and narrative sweep that recall the work of Charles Dickens, this magnificent novel captures all the cruelty and corruption, dignity and heroism, of India. The time is 1975. The place is an unnamed city by the sea. The government has just declared a State of Emergency, in whose upheavals four strangers - a spirited widow, a young student uprooted from his idyllic hill station, and two tailors who have fled the caste violence of their native village - will be thrust together, forced to share one cramped apartment and an uncertain future.",Audible Audiobooks & Originals | Fiction Sagas | Historical Fiction (Audible Audiobooks & Originals) | Literary Fiction,",#1,636 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#15 in Fiction Sagas,#49 in Historical Fiction (Audible Audiobooks & Originals),#100 in Literary Fiction",1636.0,25 hours and 49 minutes,1549.0,Both,1,1,1,a fine balance,rohinton mistry,4,Audible Audiobooks & Originals,a fine balance,rohinton mistry,audible audiobooks originals fiction sagas historical fiction audible audiobooks originals literary fiction,audible audiobooks originals,with a compassionate realism and narrative sweep that recall the work of charles dickens this magnificent novel captures all the cruelty and corruption dignity and heroism of india the time is 1975 the place is an unnamed city by the sea the government has just declared a state of emergency in whose upheavals four strangers a spirited widow a young student uprooted from his idyllic hill station and two tailors who have fled the caste violence of their native village will be thrust together forced to share one cramped apartment and an uncertain future,7.166265974133638,0.6422532749875426,4.485371471716766,1294.0,1,4.5,7.166265974133638,0.6339263418983051,25.816666666666666,Long,1,0.0006108735491753207,7.422971251049421,0.091470749043193,Premium,0.875,0.650366739105221,Excellent,0.8076100217315663,0.7083959736851521,96,571,Medium,0.6422532749875426,a fine balance a fine balance rohinton mistry rohinton mistry audible audiobooks originals fiction sagas historical fiction audible audiobooks originals literary fiction audible audiobooks originals fiction sagas historical fiction audible audiobooks originals literary fiction with a compassionate realism and narrative sweep that recall the work of charles dickens this magnificent novel captures all the cruelty and corruption dignity and heroism of india the time is 1975 the place is an unnamed city by the sea the government has just declared a state of emergency in whose upheavals four strangers a spirited widow a young student uprooted from his idyllic hill station and two tailors who have fled the caste violence of their native village will be thrust together forced to share one cramped apartment and an uncertain future,a fine balance rohinton mistry audible audiobooks originals,1
A Fistful of Love: Wisdom and Humour from a Monk’s Bowl,Om Swami,4.8,4.8,118.0,668.0,Wisdom and Humour from a Monk’s Bowl,Audible Audiobooks & Originals | Buddhism (Audible Audiobooks & Originals) | Buddhism (Books),",#2,292 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#28 in Buddhism (Audible Audiobooks & Originals),#246 in Buddhism (Books)",2292.0,6 hours and 51 minutes,411.0,Both,1,1,1,a fistful of love wisdom and humour from a monk s bowl,om swami,3,Audible Audiobooks & Originals,a fistful of love wisdom and humour from a monk s bowl,om swami,audible audiobooks originals buddhism audible audiobooks originals buddhism books,audible audiobooks originals,wisdom and humour from a monk s bowl,4.77912349311153,0.42831339586050726,4.508626233044454,1033.0,3,4.633333333333334,6.9411900550683745,0.6140161746595444,6.85,Long,1,0.0004361098996947231,6.505784060128229,0.03652268999453253,Moderate,0.95,0.6723878444144576,Excellent,0.8667163533243372,0.6036745788460391,7,36,Short,0.42831339586050726,a fistful of love wisdom and humour from a monk s bowl a fistful of love wisdom and humour from a monk s bowl om swami om swami audible audiobooks originals buddhism audible audiobooks originals buddhism books audible audiobooks originals buddhism audible audiobooks originals buddhism books wisdom and humour from a monk s bowl,a fistful of love wisdom and humour from a monk s bowl om swami audible audiobooks originals,1
A Game of Thrones: Book 1 of A Song of Ice and Fire,George R. R. Martin,4.7,4.7,12923.0,18149.0,,Unknown,Unknown,,Unknown,0.0,Both,0,0,0,a game of thrones book 1 of a song of ice and fire,george r r martin,0,Unknown,a game of thrones book 1 of a song of ice and fire,george r r martin,unknown,unknown,,9.466841326944389,0.848434856864561,4.688110397597592,36603.0,4,4.525,10.50791280303527,0.9295276993985451,0.0,Short,0,0.0,9.806425839692997,0.9922908693275013,Premium,0.925,0.8423504440416993,Excellent,0.9002051332125098,0.8691429674037405,0,0,Short,0.848434856864561,a game of thrones book 1 of a song of ice and fire a game of thrones book 1 of a song of ice and fire george r r martin george r r martin unknown unknown,a game of thrones book 1 of a song of ice and fire george r r martin unknown,1
